Gene	MutSig(Q-value)	# Mut	#Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
TRBV7-4		2	2	499	0.4%	No
ADCY5		2	1	499	0.2%	No
FGD2		1	1	499	0.2%	No
FGD3		2	2	499	0.4%	No
FGD5		4	3	499	0.6%	No
SLC17A9		1	1	499	0.2%	No
GPAT4		2	2	499	0.4%	No
UBN2		2	2	499	0.4%	No
PPP1R8		1	1	499	0.2%	No
UBN1		3	3	499	0.6%	No
SLC17A5		2	2	499	0.4%	No
SLC17A6		2	2	499	0.4%	No
AHSP		1	1	499	0.2%	No
SLC17A7		1	1	499	0.2%	No
GPAT3		1	1	499	0.2%	No
SLC17A8		1	1	499	0.2%	No
WDR17		6	6	499	1.2%	No
RSPH4A		1	1	499	0.2%	No
NOXRED1		2	1	499	0.2%	No
WHRN		2	2	499	0.4%	No
KIDINS220		4	4	499	0.8%	No
PCGF2		1	1	499	0.2%	No
WDR18		1	1	499	0.2%	No
WDR19		1	1	499	0.2%	No
SYVN1		2	2	499	0.4%	No
WDR12		1	1	499	0.2%	No
WDR13		2	2	499	0.4%	No
WDR11		2	2	499	0.4%	No
PHF5A		1	1	499	0.2%	No
IGLL1		2	2	499	0.4%	No
PCYOX1L		2	2	499	0.4%	No
POGLUT2		2	2	499	0.4%	No
MROH2B		3	3	499	0.6%	No
TMEM179B		1	1	499	0.2%	No
UBP1		1	1	499	0.2%	No
PARK7		2	2	499	0.4%	No
IPO7		1	1	499	0.2%	No
IPO4		2	2	499	0.4%	No
FGF4		1	1	499	0.2%	Yes
IPO5		4	2	499	0.4%	No
EDC3		1	1	499	0.2%	No
FGF5		3	3	499	0.6%	Yes
RIMS2		3	2	499	0.4%	No
EDC4		5	4	499	0.8%	No
NPEPPS		1	1	499	0.2%	No
RIMS1		1	1	499	0.2%	No
FGF7		1	1	499	0.2%	Yes
IPO8		2	1	499	0.2%	No
IPO9		3	3	499	0.6%	No
FGF9		3	2	499	0.4%	Yes
OR13D1		2	2	499	0.4%	No
LARGE1		2	2	499	0.4%	No
AP5S1		1	1	499	0.2%	No
POGLUT3		1	1	499	0.2%	No
CSGALNACT1		1	1	499	0.2%	No
USP8		2	2	499	0.4%	Yes
USP7		4	2	499	0.4%	No
USP6		4	4	499	0.8%	Yes
TPM4		1	1	499	0.2%	Yes
USP5		1	1	499	0.2%	No
TMEM178A		1	1	499	0.2%	No
MAMSTR		1	1	499	0.2%	No
TPM2		1	1	499	0.2%	No
USP3		1	1	499	0.2%	No
SWAP70		1	1	499	0.2%	No
TPM1		1	1	499	0.2%	No
USP2		1	1	499	0.2%	No
CSGALNACT2		2	2	499	0.4%	No
IPMK		1	1	499	0.2%	No
DYRK1A		2	2	499	0.4%	No
THOC1		1	1	499	0.2%	No
DYRK1B		4	4	499	0.8%	No
TRAFD1		1	1	499	0.2%	No
KERA		2	2	499	0.4%	No
CHD1L		2	2	499	0.4%	No
THOC2		1	1	499	0.2%	No
THOC5		2	2	499	0.4%	No
THOC7		2	1	499	0.2%	No
THOC6		1	1	499	0.2%	No
PYGO1		1	1	499	0.2%	No
MORF4L1		1	1	499	0.2%	No
MORF4L2		1	1	499	0.2%	No
ZNF799		8	8	499	1.6%	No
ADTRP		2	2	499	0.4%	No
OR13C3		1	1	499	0.2%	No
OR13C2		1	1	499	0.2%	No
OR13C5		3	3	499	0.6%	No
OR13C4		1	1	499	0.2%	No
IPPK		2	2	499	0.4%	No
RTN4R		1	1	499	0.2%	No
ZNF793		3	2	499	0.4%	No
ZNF792		1	1	499	0.2%	No
DRC7		3	2	499	0.4%	No
ZNF791		1	1	499	0.2%	No
PARM1		1	1	499	0.2%	No
ZNF790		1	1	499	0.2%	No
UBR4		8	8	499	1.6%	No
GLT8D2		1	1	499	0.2%	No
SLC38A10		1	1	499	0.2%	No
UBR3		2	2	499	0.4%	No
UBR2		4	4	499	0.8%	No
SLC38A11		2	2	499	0.4%	No
HMMR		1	1	499	0.2%	No
UBR1		3	3	499	0.6%	No
FGGY		2	2	499	0.4%	No
ORC1		1	1	499	0.2%	No
UBR7		1	1	499	0.2%	No
ORC3		1	1	499	0.2%	No
ORC2		2	2	499	0.4%	No
UBR5		7	5	499	1.0%	Yes
MAP3K21		1	1	499	0.2%	Yes
ZNF789		3	2	499	0.4%	No
TPPP		1	1	499	0.2%	No
ZNF787		1	1	499	0.2%	No
DRD2		1	1	499	0.2%	No
DRD3		2	2	499	0.4%	No
ZNF785		1	1	499	0.2%	No
DRD4		1	1	499	0.2%	No
DRD5		2	2	499	0.4%	No
ZNF783		2	2	499	0.4%	No
FANCI		2	2	499	0.4%	Yes
ZNF782		3	3	499	0.6%	No
UVRAG		1	1	499	0.2%	No
OSBPL8		1	1	499	0.2%	No
ZNF781		2	2	499	0.4%	No
COA1		1	1	499	0.2%	No
OSBPL6		2	2	499	0.4%	No
FANCM		2	2	499	0.4%	Yes
OSBPL5		2	2	499	0.4%	No
OSBPL3		3	3	499	0.6%	No
OSBPL2		1	1	499	0.2%	No
FANCA		2	2	499	0.4%	Yes
SLC4A11		1	1	499	0.2%	No
FANCC		1	1	499	0.2%	Yes
PXDNL		2	2	499	0.4%	No
FANCB		3	3	499	0.6%	No
FANCG		1	1	499	0.2%	Yes
FANCF		1	1	499	0.2%	Yes
DAB2		1	1	499	0.2%	No
MAP3K15		3	3	499	0.6%	No
DAB1		2	2	499	0.4%	No
LHX3		3	3	499	0.6%	No
PUDP		2	2	499	0.4%	No
LHX2		2	2	499	0.4%	No
LHX1		2	2	499	0.4%	No
MAP3K19		2	2	499	0.4%	No
PDCL		1	1	499	0.2%	No
MAP3K10		4	3	499	0.6%	No
LHX6		1	1	499	0.2%	No
ZNF778		4	3	499	0.6%	No
TPP1		2	2	499	0.4%	No
ZNF777		2	2	499	0.4%	No
LHX5		1	1	499	0.2%	No
LHX4		3	3	499	0.6%	No
MAP3K13		3	3	499	0.6%	Yes
OR13A1		1	1	499	0.2%	No
DRC1		1	1	499	0.2%	No
ZNF775		3	1	499	0.2%	No
ZNF774		1	1	499	0.2%	No
MAP3K11		2	2	499	0.4%	No
LHX9		2	2	499	0.4%	No
ZNF773		1	1	499	0.2%	No
MAP3K12		3	2	499	0.4%	No
ZNF772		1	1	499	0.2%	No
LHX8		3	3	499	0.6%	No
ZNF770		4	4	499	0.8%	No
OR13H1		1	1	499	0.2%	No
UFSP2		1	1	499	0.2%	No
LBH		1	1	499	0.2%	No
NOB1		1	1	499	0.2%	No
UBTF		3	3	499	0.6%	Yes
ZNF768		2	2	499	0.4%	No
PHACTR3		1	1	499	0.2%	No
PHACTR2		1	1	499	0.2%	No
PHACTR1		2	2	499	0.4%	No
OR8D4		4	3	499	0.6%	No
KRTAP5-1		1	1	499	0.2%	No
ZNF765		1	1	499	0.2%	No
TNPO1		2	2	499	0.4%	No
COA8		1	1	499	0.2%	No
OR8D2		1	1	499	0.2%	No
LBR		3	3	499	0.6%	No
TNPO2		1	1	499	0.2%	No
COA7		1	1	499	0.2%	No
ZNF763		2	2	499	0.4%	No
TNPO3		2	2	499	0.4%	No
PHACTR4		5	5	499	1.0%	No
ILKAP		2	2	499	0.4%	No
TPRN		2	2	499	0.4%	No
KRTAP5-9		2	2	499	0.4%	No
PLA2G12B		1	1	499	0.2%	No
OR6C76		2	2	499	0.4%	No
KRTAP5-7		3	3	499	0.6%	No
CKAP2L		1	1	499	0.2%	No
OR6C75		1	1	499	0.2%	No
KRTAP5-5		3	3	499	0.6%	No
KRTAP5-4		3	3	499	0.6%	No
COBL		3	3	499	0.6%	No
EDF1		1	1	499	0.2%	No
WIPI1		1	1	499	0.2%	No
PLRG1		1	1	499	0.2%	No
ZNF75D		1	1	499	0.2%	No
SMC1A		1	1	499	0.2%	Yes
C1QL4		1	1	499	0.2%	No
C1QL3		1	1	499	0.2%	No
TIRAP		2	1	499	0.2%	No
C1QL2		2	2	499	0.4%	No
SMC1B		2	2	499	0.4%	No
DNAJC2		2	2	499	0.4%	No
NPEPL1		2	1	499	0.2%	No
MEP1B		1	1	499	0.2%	No
DNAJC7		1	1	499	0.2%	No
ACTBL2		4	4	499	0.8%	No
MEP1A		1	1	499	0.2%	No
CTDSP1		1	1	499	0.2%	No
NOA1		3	2	499	0.4%	No
CTDSP2		1	1	499	0.2%	No
DNAJC4		2	2	499	0.4%	No
LCT		6	6	499	1.2%	No
NSRP1		2	2	499	0.4%	No
LCORL		1	1	499	0.2%	No
OR6C65		1	1	499	0.2%	No
PLAG1		1	1	499	0.2%	Yes
FGL2		1	1	499	0.2%	No
TPTE		10	8	499	1.6%	No
NOD1		5	4	499	0.8%	Yes
NOD2		4	3	499	0.6%	No
COCH		2	2	499	0.4%	No
DNAJB2		1	1	499	0.2%	No
OR8B8		1	1	499	0.2%	No
DNAJB5		1	1	499	0.2%	No
ZNF749		1	1	499	0.2%	No
DNAJB4		2	2	499	0.4%	No
ZNF746		2	2	499	0.4%	No
DNAJB8		3	3	499	0.6%	No
NLGN4X		2	1	499	0.2%	No
SMOX		3	3	499	0.6%	No
MACC1		1	1	499	0.2%	No
RPRD2		5	5	499	1.0%	No
OTOGL		8	7	499	1.4%	No
DNAJA1		1	1	499	0.2%	No
MFAP5		1	1	499	0.2%	No
MFAP4		1	1	499	0.2%	No
MFAP1		3	1	499	0.2%	No
ZNF737		3	3	499	0.6%	No
DRG2		1	1	499	0.2%	No
OR8A1		1	1	499	0.2%	No
ZACN		1	1	499	0.2%	No
ZNF732		1	1	499	0.2%	No
ZNF730		1	1	499	0.2%	No
TPT1		1	1	499	0.2%	No
UMODL1		1	1	499	0.2%	No
IFITM3		2	2	499	0.4%	No
RSC1A1		1	1	499	0.2%	No
OR8I2		1	1	499	0.2%	No
IFITM1		1	1	499	0.2%	No
PARS2		3	3	499	0.6%	No
IFIT5		1	1	499	0.2%	No
MLC1		2	2	499	0.4%	No
IFIT1		2	2	499	0.4%	No
HS6ST1		6	6	499	1.2%	No
IFIT3		1	1	499	0.2%	No
HS6ST2		1	1	499	0.2%	No
IFIT2		4	3	499	0.6%	No
ZNF846		5	4	499	0.8%	No
DAG1		2	2	499	0.4%	No
PDK4		2	2	499	0.4%	No
ZNF845		12	11	499	2.2%	No
PDK3		1	1	499	0.2%	No
ZNF844		3	3	499	0.6%	No
HMCN1		19	19	499	3.8%	No
RPS11		2	2	499	0.4%	No
ZNF841		2	2	499	0.4%	No
RPS10		1	1	499	0.2%	No
PDK2		1	1	499	0.2%	No
BRICD5		2	2	499	0.4%	No
PDK1		2	2	499	0.4%	Yes
OR8H3		1	1	499	0.2%	No
HLA-J		1	1	499	0.2%	No
SRRM2		2	2	499	0.4%	No
ARRDC4		3	1	499	0.2%	No
OR8H2		3	3	499	0.6%	No
PDHX		1	1	499	0.2%	No
OR8H1		1	1	499	0.2%	No
ARRDC5		2	2	499	0.4%	No
SRRM4		2	2	499	0.4%	No
COG7		1	1	499	0.2%	No
COG6		1	1	499	0.2%	No
COG4		1	1	499	0.2%	No
ARRDC2		1	1	499	0.2%	No
ARRDC3		2	2	499	0.4%	No
COG2		1	1	499	0.2%	No
P3H2		2	2	499	0.4%	No
HLA-C		1	1	499	0.2%	Yes
COG1		3	3	499	0.6%	No
P3H4		2	2	499	0.4%	No
PRAMEF22		2	2	499	0.4%	No
HLA-A		6	6	499	1.2%	Yes
P3H3		2	2	499	0.4%	No
SLC51A		2	2	499	0.4%	No
HLA-F		3	3	499	0.6%	No
HLA-G		2	2	499	0.4%	No
CRNKL1		1	1	499	0.2%	No
SRRM1		1	1	499	0.2%	No
TIAM2		6	6	499	1.2%	No
TIAM1		5	5	499	1.0%	No
ZNF839		3	2	499	0.4%	No
ZNF836		1	1	499	0.2%	No
RUBCNL		2	2	499	0.4%	No
GINM1		1	1	499	0.2%	No
ZNF831		3	3	499	0.6%	No
NEIL1	1.640e-12	2	2	499	0.4%	No
ZNF830		1	1	499	0.2%	No
MACF1		20	17	499	3.4%	No
STXBP3		1	1	499	0.2%	No
CSTF3		3	3	499	0.6%	No
STXBP1		1	1	499	0.2%	No
STXBP2		2	2	499	0.4%	No
GSKIP		1	1	499	0.2%	No
PRAMEF11		7	7	499	1.4%	No
PRAMEF10		1	1	499	0.2%	No
LIAS		1	1	499	0.2%	No
RPAP1		2	2	499	0.4%	No
RPAP2		1	1	499	0.2%	No
CBARP		1	1	499	0.2%	No
FXR1		1	1	499	0.2%	No
HELZ2		3	3	499	0.6%	No
CD79A		2	2	499	0.4%	Yes
SCFD1		1	1	499	0.2%	No
FXR2		3	3	499	0.6%	No
CHTF8		1	1	499	0.2%	Yes
PDCD11		4	3	499	0.6%	Yes
ZNF827		5	5	499	1.0%	No
PRAMEF12		1	1	499	0.2%	No
ZNF823		2	2	499	0.4%	No
MLEC		4	4	499	0.8%	No
STXBP5		1	1	499	0.2%	No
STXBP6		1	1	499	0.2%	No
TMEM184A		5	5	499	1.0%	No
TMEM184C		2	2	499	0.4%	No
TMEM184B		1	1	499	0.2%	No
PARVB		1	1	499	0.2%	No
PUM1		3	3	499	0.6%	Yes
TRERF1		3	3	499	0.6%	No
PUM2		3	3	499	0.6%	No
TPX2		1	1	499	0.2%	No
SMTN		1	1	499	0.2%	No
PARVG		3	3	499	0.6%	No
ZNF816		3	2	499	0.4%	No
ZNF814		13	13	499	2.6%	No
ZNF813		3	3	499	0.6%	No
ADCK5		4	4	499	0.8%	No
RPS20		1	1	499	0.2%	No
ZCCHC12		4	3	499	0.6%	No
HMX3		1	1	499	0.2%	No
C2CD5		2	2	499	0.4%	No
UBXN1		1	1	499	0.2%	No
ZCCHC10		1	1	499	0.2%	No
C2CD3		3	3	499	0.6%	No
C2CD2		1	1	499	0.2%	No
MEOX2		1	1	499	0.2%	No
MEOX1		1	1	499	0.2%	No
ORM2		1	1	499	0.2%	No
ZCCHC14		4	4	499	0.8%	No
COIL		5	5	499	1.0%	No
UBXN7		1	1	499	0.2%	No
ZNF800		2	2	499	0.4%	No
UBXN4		2	2	499	0.4%	No
FEZF1		2	2	499	0.4%	No
UBXN6		1	1	499	0.2%	No
LRRCC1		1	1	499	0.2%	No
ZCCHC24		1	1	499	0.2%	No
PARP4		5	4	499	0.8%	No
EDN2		1	1	499	0.2%	No
PARP1		2	2	499	0.4%	Yes
EDN3		2	2	499	0.4%	No
PARP2		1	1	499	0.2%	Yes
GP1BA		2	2	499	0.4%	No
PPHLN1		1	1	499	0.2%	No
CYP7B1		1	1	499	0.2%	No
PARP9		1	1	499	0.2%	No
ZDHHC16		2	2	499	0.4%	No
ZDHHC17		1	1	499	0.2%	No
ZDHHC14		3	3	499	0.6%	No
MLF2		1	1	499	0.2%	No
PARP8		2	2	499	0.4%	No
VWA8		6	3	499	0.6%	No
VWA2		2	2	499	0.4%	No
MATN4		2	2	499	0.4%	No
MATN2		2	2	499	0.4%	No
VWA7		1	1	499	0.2%	No
ACTRT1	3.530e-2	5	4	499	0.8%	No
OR8K5		2	2	499	0.4%	No
OR8K3		1	1	499	0.2%	No
MACIR		1	1	499	0.2%	No
AMIGO3		2	2	499	0.4%	No
OR8K1		2	2	499	0.4%	No
SLC66A1		1	1	499	0.2%	No
ZDHHC20		1	1	499	0.2%	No
AMIGO1		1	1	499	0.2%	No
ICA1L		1	1	499	0.2%	No
AMIGO2		3	3	499	0.6%	No
GDPD1		1	1	499	0.2%	No
NOL8		3	3	499	0.6%	No
ZDHHC24		1	1	499	0.2%	No
GDPD3		1	1	499	0.2%	No
NOL9		2	2	499	0.4%	No
GDPD4		1	1	499	0.2%	No
GDPD5		3	3	499	0.6%	No
CYP7A1		1	1	499	0.2%	No
NOL4		2	2	499	0.4%	No
NOL6		2	2	499	0.4%	No
PPP2CA		2	2	499	0.4%	No
PPP2CB		1	1	499	0.2%	No
CPXCR1		1	1	499	0.2%	No
CHRAC1		1	1	499	0.2%	No
PDPR		4	4	499	0.8%	No
EGFLAM		4	3	499	0.6%	No
MTHFD1L		4	3	499	0.6%	No
WIF1		2	2	499	0.4%	Yes
LAIR2		1	1	499	0.2%	No
LAIR1		2	2	499	0.4%	No
GINS1		1	1	499	0.2%	No
GINS2		1	1	499	0.2%	No
OR8J3		2	1	499	0.2%	No
OR8J1		2	2	499	0.4%	No
GINS3		1	1	499	0.2%	No
GRHL3		2	2	499	0.4%	No
OTOP1		6	6	499	1.2%	No
MLH1		2	2	499	0.4%	Yes
GRHL1		1	1	499	0.2%	No
OTOP2		1	1	499	0.2%	No
GRHL2		1	1	499	0.2%	No
OTOP3		2	2	499	0.4%	No
MLH3		4	4	499	0.8%	Yes
PDP1		3	3	499	0.6%	No
MPHOSPH9		2	2	499	0.4%	No
CD40LG		1	1	499	0.2%	No
PDP2		1	1	499	0.2%	No
TRIML2		1	1	499	0.2%	No
VWC2		1	1	499	0.2%	No
F2RL1		1	1	499	0.2%	No
TRIML1		3	3	499	0.6%	No
MPHOSPH8		1	1	499	0.2%	No
NDUFA13		2	2	499	0.4%	No
ZWILCH		1	1	499	0.2%	No
NDUFA12		1	1	499	0.2%	No
NDUFA10		2	2	499	0.4%	No
CCDC28B		1	1	499	0.2%	No
CNDP1		3	3	499	0.6%	No
CCDC28A		1	1	499	0.2%	No
CNDP2		1	1	499	0.2%	No
COMP		2	2	499	0.4%	No
DOCK10		8	7	499	1.4%	No
DOCK11		4	4	499	0.8%	No
ARHGDIA		1	1	499	0.2%	No
ARHGDIB		1	1	499	0.2%	No
NOM1		2	1	499	0.2%	No
RALBP1		1	1	499	0.2%	No
MLIP		1	1	499	0.2%	No
LIG1		5	4	499	0.8%	No
LIG4		5	4	499	0.8%	No
LIFR		4	3	499	0.6%	Yes
LIG3		2	2	499	0.4%	No
ATP1B2		2	2	499	0.4%	No
PUS7		2	1	499	0.2%	No
AP5B1		1	1	499	0.2%	No
LOX		1	1	499	0.2%	No
CERCAM		3	3	499	0.6%	No
LPA		5	4	499	0.8%	No
JCAD		6	5	499	1.0%	No
COPA		2	2	499	0.4%	No
STEAP1B		1	1	499	0.2%	No
NOP2		1	1	499	0.2%	No
LPL		1	1	499	0.2%	No
LPO		2	2	499	0.4%	No
PSG11		3	3	499	0.6%	No
LPP		3	3	499	0.6%	Yes
COP1		1	1	499	0.2%	Yes
CDH20		2	2	499	0.4%	No
CDH22		2	2	499	0.4%	No
GAGE2D		4	4	499	0.8%	No
CDH23		10	9	499	1.8%	No
CDH24		3	3	499	0.6%	No
GAGE2A		1	1	499	0.2%	No
CDH26		4	3	499	0.6%	No
SPECC1		2	2	499	0.4%	No
MLKL		1	1	499	0.2%	No
NONO		2	2	499	0.4%	Yes
UQCC1		1	1	499	0.2%	No
MACO1		2	2	499	0.4%	No
UQCC4		1	1	499	0.2%	No
COQ7		1	1	499	0.2%	No
COQ5		3	3	499	0.6%	No
COQ3		2	2	499	0.4%	No
TSGA10		2	2	499	0.4%	No
TSGA13		2	2	499	0.4%	No
ZSCAN4		1	1	499	0.2%	No
BLMH		1	1	499	0.2%	No
BRWD1		6	5	499	1.0%	No
ZSCAN2		1	1	499	0.2%	No
BRWD3		2	2	499	0.4%	No
ZSCAN1		1	1	499	0.2%	No
ASNSD1		3	3	499	0.6%	No
MLNR		1	1	499	0.2%	No
SLC40A1		3	1	499	0.2%	No
OR8U3		2	2	499	0.4%	No
RABEPK		1	1	499	0.2%	No
OR8U1		2	2	499	0.4%	No
OASL		2	2	499	0.4%	No
MFSD8		1	1	499	0.2%	No
MFSD9		1	1	499	0.2%	No
MFSD6		4	3	499	0.6%	No
LRRTM3		2	2	499	0.4%	No
LRRTM4		1	1	499	0.2%	No
MFSD5		2	2	499	0.4%	No
TOP1MT		1	1	499	0.2%	No
LRRTM1		5	5	499	1.0%	No
FAM86B2		1	1	499	0.2%	No
LRRTM2		1	1	499	0.2%	No
NOS1		3	3	499	0.6%	No
TOPBP1		2	2	499	0.4%	No
GPSM3		2	2	499	0.4%	No
HGSNAT		1	1	499	0.2%	No
C14ORF119		1	1	499	0.2%	No
CYP3A43		1	1	499	0.2%	No
IQCE		1	1	499	0.2%	No
LSR		3	3	499	0.6%	No
IQCC		1	1	499	0.2%	No
IQCD		1	1	499	0.2%	No
LSS		2	2	499	0.4%	No
PRODH2		1	1	499	0.2%	No
IQCJ		1	1	499	0.2%	No
IQCG		1	1	499	0.2%	No
IQCH		3	2	499	0.4%	No
FCHSD1		1	1	499	0.2%	No
ALDH1A3		2	2	499	0.4%	No
IQCN		3	3	499	0.6%	No
RABEP1		3	3	499	0.6%	Yes
AIM2		3	3	499	0.6%	No
FCHSD2		1	1	499	0.2%	No
OAS2		3	3	499	0.6%	No
THRAP3		3	3	499	0.6%	No
CDH10		2	1	499	0.2%	No
COL6A2		1	1	499	0.2%	No
OAS3		1	1	499	0.2%	No
ALDH1A2		4	4	499	0.8%	No
ALDH1A1		2	2	499	0.4%	No
CDH11		5	5	499	1.0%	Yes
COL6A1		2	2	499	0.4%	No
AKT1S1		1	1	499	0.2%	No
ZPBP2		1	1	499	0.2%	No
CDH12		8	8	499	1.6%	No
CDH13		1	1	499	0.2%	No
COL6A3		9	8	499	1.6%	No
TERF2IP		2	2	499	0.4%	No
COL6A6		3	3	499	0.6%	No
AKNAD1		4	4	499	0.8%	No
CDH15		1	1	499	0.2%	No
COL6A5		2	2	499	0.4%	No
CDH16		4	4	499	0.8%	No
CDH17		2	2	499	0.4%	No
THOP1		2	2	499	0.4%	No
CDH18		3	3	499	0.6%	No
LTF		3	3	499	0.6%	No
CDH19		4	4	499	0.8%	No
HEMGN		1	1	499	0.2%	No
LTK		1	1	499	0.2%	Yes
PDXK		1	1	499	0.2%	No
ATP1A4		1	1	499	0.2%	No
ATP1A3		3	3	499	0.6%	No
ATP1A2		1	1	499	0.2%	No
ERICH6		2	2	499	0.4%	No
ALDH1B1		2	2	499	0.4%	No
CHSY1		1	1	499	0.2%	No
FAM120C		3	3	499	0.6%	No
FAM120B		5	4	499	0.8%	No
ERICH3		10	9	499	1.8%	No
FAM120A		1	1	499	0.2%	No
CHSY3		2	2	499	0.4%	No
S100PBP		2	2	499	0.4%	No
OPCML		3	3	499	0.6%	No
LIM2		1	1	499	0.2%	No
NOS2		4	4	499	0.8%	No
NOS3		2	2	499	0.4%	No
DAW1		2	2	499	0.4%	No
SLC4A7		3	3	499	0.6%	No
SLC4A8		4	4	499	0.8%	No
MLPH		1	1	499	0.2%	No
SLFNL1		1	1	499	0.2%	No
KANSL1		8	5	499	1.0%	No
KANSL3		1	1	499	0.2%	No
PAXBP1		1	1	499	0.2%	No
USP6NL		1	1	499	0.2%	No
OR4K17		1	1	499	0.2%	No
TSEN54		1	1	499	0.2%	No
ZDBF2		7	6	499	1.2%	No
PREX2		4	4	499	0.8%	Yes
PREX1		1	1	499	0.2%	No
LIPC		1	1	499	0.2%	No
MPRIP		2	2	499	0.4%	No
LIPI		2	2	499	0.4%	No
LIPG		5	4	499	0.8%	No
SAMD10		1	1	499	0.2%	No
SAMD11		2	2	499	0.4%	No
STARD3		1	1	499	0.2%	No
DAXX		2	2	499	0.4%	Yes
CSNK2A1		1	1	499	0.2%	No
STARD8		2	2	499	0.4%	No
CFAP92		1	1	499	0.2%	No
CSNK2A3		2	2	499	0.4%	No
CSNK2A2		1	1	499	0.2%	No
PDYN		3	3	499	0.6%	No
SND1		1	1	499	0.2%	Yes
SLC5A7		3	3	499	0.6%	No
SLC5A8		2	2	499	0.4%	No
SLC5A9		1	1	499	0.2%	No
OR4K15		3	3	499	0.6%	No
CLNS1A		1	1	499	0.2%	No
OR4K14		2	2	499	0.4%	No
PADI3		3	3	499	0.6%	No
ENTHD1		1	1	499	0.2%	No
PADI4		2	2	499	0.4%	No
CFAP97		1	1	499	0.2%	No
PADI1		1	1	499	0.2%	No
CFAP61		2	2	499	0.4%	No
MTMR2		4	4	499	0.8%	No
HACD1		1	1	499	0.2%	No
MTMR3		3	3	499	0.6%	No
HS3ST3A1		1	1	499	0.2%	No
PARPBP		1	1	499	0.2%	No
LXN		1	1	499	0.2%	No
RETSAT		4	4	499	0.8%	No
MTMR8		1	1	499	0.2%	No
MTMR9		1	1	499	0.2%	No
SLC5A1		1	1	499	0.2%	No
SLC5A2		3	3	499	0.6%	No
MTMR4		2	2	499	0.4%	No
HACD3		1	1	499	0.2%	No
LY9		4	4	499	0.8%	No
MTMR6		1	1	499	0.2%	No
SLC5A5		3	3	499	0.6%	No
MTMR7		1	1	499	0.2%	No
HACD4		1	1	499	0.2%	No
HMGXB4		2	1	499	0.2%	No
CFAP69		2	2	499	0.4%	No
VTI1A		1	1	499	0.2%	No
CFAP65		6	6	499	1.2%	No
PPARGC1A		4	4	499	0.8%	No
PPARGC1B		3	2	499	0.4%	No
PROSER3		1	1	499	0.2%	No
LYN		2	2	499	0.4%	Yes
B3GALNT2		2	2	499	0.4%	No
B3GALNT1		1	1	499	0.2%	No
NAPSA		2	2	499	0.4%	No
FYB1		1	1	499	0.2%	No
HACE1		1	1	499	0.2%	No
CFAP70		4	4	499	0.8%	No
AZU1		1	1	499	0.2%	No
ERLIN2		3	1	499	0.2%	No
SNF8		1	1	499	0.2%	No
PCDHGA10		2	2	499	0.4%	No
MLLT10		5	5	499	1.0%	Yes
PCDHGA11		1	1	499	0.2%	No
UCK2		3	3	499	0.6%	No
PCDHGA12		2	2	499	0.4%	No
NOX3		7	7	499	1.4%	No
SASS6		2	2	499	0.4%	No
NOX4		1	1	499	0.2%	No
OR10C1		3	2	499	0.4%	No
NOX5		1	1	499	0.2%	No
EFCC1		1	1	499	0.2%	No
OR10J1		5	5	499	1.0%	No
OR10J3		3	3	499	0.6%	No
OR10J5		3	3	499	0.6%	No
UCMA		2	2	499	0.4%	No
ATF7IP2		3	3	499	0.6%	No
TRIOBP		9	6	499	1.2%	No
PQBP1		1	1	499	0.2%	No
EEA1		4	3	499	0.6%	No
FLVCR1		1	1	499	0.2%	No
FLVCR2		1	1	499	0.2%	No
NELFB		2	2	499	0.4%	No
NELFA		1	1	499	0.2%	No
SPMIP10		1	1	499	0.2%	No
NELFE		1	1	499	0.2%	No
ELOVL1		1	1	499	0.2%	No
FGFBP1		1	1	499	0.2%	No
FGFBP2		1	1	499	0.2%	No
ELOVL4		1	1	499	0.2%	No
RIPK3		1	1	499	0.2%	No
RIPK2		2	2	499	0.4%	No
NSUN5		1	1	499	0.2%	No
ELOVL3		2	2	499	0.4%	No
VWA5A		1	1	499	0.2%	No
ELOVL6		3	3	499	0.6%	No
NSUN6		2	2	499	0.4%	No
SUMF2		1	1	499	0.2%	No
POU5F2		1	1	499	0.2%	No
SUMF1		2	2	499	0.4%	No
SLC29A1		1	1	499	0.2%	No
SLC29A2		2	2	499	0.4%	No
OR10H3		1	1	499	0.2%	No
KARS1		2	2	499	0.4%	No
OR10H2		2	2	499	0.4%	No
OR10H5		1	1	499	0.2%	No
UCP1		1	1	499	0.2%	No
STYXL2		5	5	499	1.0%	No
FSTL4		2	2	499	0.4%	No
STYXL1		2	2	499	0.4%	No
FSTL3		1	1	499	0.2%	Yes
RECQL4		2	2	499	0.4%	Yes
FSTL5		2	2	499	0.4%	No
FOXS1		1	1	499	0.2%	No
RECQL5		1	1	499	0.2%	No
UCP3		1	1	499	0.2%	No
CARNS1		1	1	499	0.2%	No
RPS27A		2	2	499	0.4%	No
EVC2		3	3	499	0.6%	No
P2RY10		1	1	499	0.2%	No
P2RY11		2	1	499	0.2%	No
ANKIB1		2	2	499	0.4%	No
OR10G2		1	1	499	0.2%	No
UTP4		1	1	499	0.2%	No
UTP3		4	4	499	0.8%	No
P2RY14		2	2	499	0.4%	No
OR10G3		1	1	499	0.2%	No
SAMD4A		3	3	499	0.6%	No
YLPM1		2	2	499	0.4%	No
MEAK7		2	2	499	0.4%	No
VWA3A		2	2	499	0.4%	No
